person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Zaharia Diaconu,zahariadiaconu,zahariadiaconu@kappa.ro,5551006097585,1942-08-16,"Drumul Popa Nr. 11, Borcea, 304120",0250 497 515,ee:11:7a:dc:fb:e7,20.217.167.6,RO27XQYT3376264811508807,2025-04-08 17:27:35,18061,132,69,1793581,f77691ed-a34d-4a01-8d3b-b166ff31c0c7
Laurențiu Oprea,laurențiuoprea,laurențiuoprea@zzup.ro,5220824254926,1966-11-13,"Aleea Dinu Nr. 563, Piatra-Neamt, 554280",021 538 6182,58:06:f2:fe:e2:86,52.60.198.250,RO13TWNL3528186159030189,2025-04-08 17:27:35,8305,477,688,1368767,9f80c199-6223-4a8e-9d94-d7eb0e3fea9c
Răducu Georgescu,răducugeorgescu,răducugeorgescu@email.ro,8280907362292,1920-05-07,"Bulevardul Diaconescu Nr. 469, Cobadin, 237592",0747 084 311,f0:68:f8:1c:1e:29,192.64.248.152,RO93ZLNF2472633568045178,2025-04-08 17:27:35,28046,199,366,1089805,4c050601-dd8c-4db8-9e3a-dc33491ee970
Svetlana Oprea,svetlanaoprea,svetlanaoprea@post.ro,6720617045162,1961-02-23,"Aleea Stancu Nr. 822 Bl. 19  Sc. 24 Ap. 214, Filiasi, 132612",0232 989 745,60:8a:00:2d:34:18,77.249.192.247,RO14XGXU4778004478863280,2025-04-08 17:27:35,12929,859,264,1031518,fec1e2d1-3bac-4728-9139-9c5d24c0894a
Natașa Dobre,natașadobre,natașadobre@kappa.ro,4131010289498,2019-03-26,"Intrarea Stănescu Nr. 74 Bl. 62  Sc. 18 Ap. 632, Focsani, 647036",0246 082 138,3c:3a:8b:b7:2a:84,196.32.253.116,RO34VTUD7853548528595462,2025-04-08 17:27:35,30891,748,582,1585412,1a368957-493e-4eb5-bcc8-03c71487216a
Flaviu Ioniță,flaviuioniță,flaviuioniță@gmail.com,8771031185068,1972-01-12,"Drumul Diaconescu Nr. 855, Saveni, 603135",0726 205 236,0c:13:7f:c2:e0:fc,150.142.231.255,RO43MXFV5571248701916550,2025-04-08 17:27:35,20643,876,33,1534882,f3cecb85-c082-4a8b-bf2d-fe18313d99cc
Ilinca Florea,ilincaflorea,ilincaflorea@post.ro,7770122077869,1968-11-07,"Soseaua Theodor Ioniță, Giroc, 851940",0234 103 786,62:d5:de:14:53:e1,2.189.94.156,RO60UYMC8961776087465613,2025-04-08 17:27:35,7847,785,531,119858,20bdd671-0c7b-4c88-bfde-f161b57fb8a1
Mona Toma,monatoma,monatoma@acasa.ro,2210322210412,1911-10-13,"Drumul Patricia Dumitrescu Nr. 919 Bl. 24  Sc. 10 Ap. 258, Curcani, 823625",0767 395 691,80:ec:62:42:ef:63,78.126.61.42,RO73IWFY4191742448785688,2025-04-08 17:27:35,35164,366,757,442112,cba36946-9bc4-4579-ac26-8407ce07a164
Ecaterina Ene,ecaterinaene,ecaterinaene@email.ro,2320712180500,2017-11-27,"Aleea Diaconu, Valenii de Munte, 491610",0759 792 761,2a:01:42:f1:17:54,106.70.145.84,RO60CVQR5001970069813250,2025-04-08 17:27:35,33974,191,752,837587,556032f4-adc6-4e65-b037-3f4e5259cc50
Cristea Barbu,cristeabarbu,cristeabarbu@kappa.ro,7640822147188,1969-08-18,"Aleea Hortensia Stoica Nr. 13, Baia Sprie, 642941",0786 354 609,42:9b:9b:d3:34:9d,65.148.15.22,RO12HFAF1848506844158033,2025-04-08 17:27:35,28187,722,308,168354,8d999805-0603-4891-8ddd-1b5226120e46
Angela Florea,angelaflorea,angelaflorea@141.ro,4450309262284,1931-12-19,"Aleea Doina Mazilescu, Valea Caselor (Dragasani), 855969",0736 054 254,f6:a7:74:75:3f:83,148.227.207.168,RO85SUSU2613535510207086,2025-04-08 17:27:35,8409,49,324,1244821,68ba50bc-18f8-493c-a6a1-fd7240d0607c
Toma Pușcașu,tomapușcașu,tomapușcașu@kappa.ro,2681202051544,1946-11-17,"Aleea Ababei Nr. 997 Bl. 98  Sc. 42 Ap. 107, Dragalina, 263388",0744 745 992,fc:a6:44:24:5c:85,99.142.255.164,RO76BGIA5236536979443338,2025-04-08 17:27:35,2297,93,145,932409,e84739e4-2e80-4350-a754-ce7ddc1d4ccf
Mădălina Gheorghiu,mădălinagheorghiu,mădălinagheorghiu@post.ro,8091204362754,1920-03-15,"Drumul Bogdana Albu Nr. 953 Bl. 80  Sc. 56 Ap. 847, Bacau, 316857",0785 869 552,b2:39:62:79:e6:c8,145.165.182.144,RO41BKAN7498360261668871,2025-04-08 17:27:35,32195,176,486,547942,b631a075-edbe-48e2-b056-a0e1d585ac87
Adelaida Niță,adelaidaniță,adelaidaniță@141.ro,6590828316844,1988-11-06,"Bulevardul Ionescu Nr. 89, Uricani, 406852",0729 792 026,a4:b8:55:bc:e5:a9,29.55.103.94,RO86NFUY8641276298734143,2025-04-08 17:27:35,1019,359,715,1049121,7b8ff30b-5f9e-421d-99ff-632b571292eb
Amanda Popa,amandapopa,amandapopa@gmail.com,2650124189200,1971-02-13,"Aleea Andreea Dinu Nr. 935 Bl. 36  Sc. 19 Ap. 418, Sighetu Marmatiei, 377056",0250 021 832,5a:b4:16:11:80:17,19.95.49.54,RO65GRRY3737513825583647,2025-04-08 17:27:35,19444,431,45,232230,3f688a02-7849-4482-bcca-bb8a11518f47
Ioana Oprea,ioanaoprea,ioanaoprea@kappa.ro,4490513109544,2013-12-19,"Drumul Aristide Tabacu Nr. 68, Targu Secuiesc, 157761",0737 389 718,38:9d:72:a8:eb:c0,213.62.153.195,RO38JQDZ8557999455003616,2025-04-08 17:27:35,10447,729,594,1595347,2c8e9da4-2b27-408f-b79f-72a403bf9c80
Adina Niță,adinaniță,adinaniță@zzup.ro,3030310073118,1912-01-27,"Drumul Marin Nr. 730, Gugesti, 652887",0246 216 747,38:d3:43:14:d5:be,105.59.241.247,RO86JAEJ2296130463035736,2025-04-08 17:27:35,5674,6,667,337856,dab549de-de5f-40a3-ad0e-ce8d6773b066
Anton Ionescu,antonionescu,antonionescu@acasa.ro,7250609140605,2024-06-10,"Intrarea Marin Nr. 920 Bl. 89  Sc. 90 Ap. 837, Petrosani, 810491",0253 130 087,52:cb:91:97:16:20,62.155.187.67,RO90MIHI2910012091908713,2025-04-08 17:27:35,30065,443,421,1984565,be174c14-9ff2-4455-b0d1-b6217543a0fe
Isabela Barbu,isabelabarbu,isabelabarbu@kappa.ro,3181016089160,1997-11-15,"Soseaua Mocanu Nr. 98, Curtea de Arges, 283402",0234 732 141,aa:5c:1f:d5:d7:9f,218.150.52.91,RO80QQGD1909243358520966,2025-04-08 17:27:35,4317,106,272,1764320,ad6e40f4-b9e8-41dd-b3ab-4cbd872974b8
Sinică Marin,sinicămarin,sinicămarin@141.ro,8860822135444,1955-12-27,"Strada Pop Nr. 64 Bl. 66  Sc. 46 Ap. 550, Simleu Silvaniei, 864804",0720 136 639,bc:7c:0a:76:72:0e,67.71.230.232,RO66TJRR6777004693232517,2025-04-08 17:27:35,7123,551,153,1551580,2080d007-0be1-4588-bcc5-bd9ff0dec36a
Maxim Mazilescu,maximmazilescu,maximmazilescu@gmail.com,3570107359610,2019-06-22,"Strada Popa, Greci, 618333",0785 078 723,e2:23:cb:bf:cf:1f,79.50.227.139,RO62GGVU8543163020600055,2025-04-08 17:27:35,12530,441,451,1482997,a82c3354-a4cd-4a50-969e-70367f80d1ac
Anda Dinu,andadinu,andadinu@kappa.ro,5500417454870,1932-02-12,"Drumul Iris Florea, Giroc, 410188",0254 992 968,48:7d:32:61:84:0f,173.250.183.14,RO16UGEP6801701402718856,2025-04-08 17:27:35,24030,668,155,1356901,0cac93c7-da1e-4a69-ba3a-9e43ecba0688
Tudosia Oprea,tudosiaoprea,tudosiaoprea@zzup.ro,3150710364009,2022-12-16,"Soseaua Aurică Stoica Nr. 246 Bl. 92  Sc. 38 Ap. 198, Saveni, 494630",0749 334 145,e8:43:0e:5f:64:62,160.76.249.115,RO36AEVT2235466012726551,2025-04-08 17:27:35,27541,701,630,1166277,4414ef92-f726-4cbc-959e-c2722cc26048
Viviana Aanei,vivianaaanei,vivianaaanei@acasa.ro,7040122084853,1968-04-07,"Bulevardul Diaconescu Nr. 58 Bl. 77  Sc. 66 Ap. 649, Dancu, 180116",0750 326 896,26:8b:14:62:fb:21,41.93.199.32,RO54KYQA5390474637777738,2025-04-08 17:27:35,29089,446,18,1260856,b316f913-c939-4ff0-957d-b6908780bcd7
Florin Diaconu,florindiaconu,florindiaconu@zzup.ro,3791117293214,1986-03-14,"Aleea Popescu, Avrig, 616401",0239 706 753,88:0e:5e:b1:48:37,164.200.231.17,RO04LVBR2316265804525488,2025-04-08 17:27:35,3483,916,460,697296,1789a071-f99d-45dd-b0a5-7534f4d63224
Edgar Dumitrescu,edgardumitrescu,edgardumitrescu@gmail.com,5780316187913,1978-06-14,"Aleea David Tomescu, Prejmer, 209358",0721 248 790,d2:e2:75:51:14:e3,113.8.154.26,RO44DMVG7143745797764559,2025-04-08 17:27:35,2896,910,395,1924081,b9cb28e7-67e4-44dc-b0c9-e3cab7d90e57
Delia Preda,deliapreda,deliapreda@email.ro,2340602179267,2022-03-31,"Intrarea Ene, Chitila, 347068",0250 082 021,24:c2:ac:4d:f9:a0,69.161.129.141,RO48HPCT1507223494708062,2025-04-08 17:27:35,35283,857,368,643059,0eaf05c4-f799-40a5-b1df-45a7d38ddb47
Petru Dobre,petrudobre,petrudobre@gmail.com,4060804236818,1921-10-26,"Soseaua Dora Stancu, Prejmer, 392135",0771 527 432,8a:7f:9b:9a:52:8f,2.105.0.8,RO45LXSH1637213667344684,2025-04-08 17:27:35,8906,392,659,166200,10d3ec81-0f42-4280-9505-6d48db57aff0
Alin Tomescu,alintomescu,alintomescu@141.ro,8040529350791,1918-05-05,"Soseaua Dima Nr. 82 Bl. 47  Sc. 79 Ap. 503, Curtea de Arges, 773026",0257 159 365,1e:85:4a:3a:a1:79,105.226.253.14,RO38CPAG6057944153089699,2025-04-08 17:27:35,22326,80,524,1250294,5d15711e-0b45-47da-b1fe-c9cbc5792146
Magdalena Cristea,magdalenacristea,magdalenacristea@141.ro,7841118162571,2012-12-13,"Soseaua Dumitrescu Nr. 720, Murfatlar, 938126",0235 261 031,72:47:1e:30:75:bd,135.88.242.176,RO84XUWB7971674746837693,2025-04-08 17:27:35,30910,346,681,1013848,5f4ea088-1b2d-4e45-aebe-a26bee2a64c4
Pătru Stănescu,pătrustănescu,pătrustănescu@acasa.ro,3890803243730,2005-06-20,"Intrarea Ene, Cernavoda, 687674",0727 633 239,fa:25:99:36:5c:42,208.22.253.1,RO39AYQA1620742461451984,2025-04-08 17:27:35,5168,162,477,1186936,7dfcdd17-d0cb-429d-b831-015ff624f77e
Agnos Marin,agnosmarin,agnosmarin@post.ro,8650702151024,1942-05-02,"Aleea Preda Nr. 12 Bl. 79  Sc. 64 Ap. 424, Vulcan, 461433",0788 353 294,22:a6:33:83:23:f5,175.168.185.25,RO10QHBL6734726085079501,2025-04-08 17:27:35,31528,797,661,1972193,165660bf-3d06-49c5-b6a6-1b19045e81a6
Alex Stancu,alexstancu,alexstancu@zzup.ro,1920725273618,1975-08-15,"Strada Adela Cristea, Buftea, 592784",0242 628 582,56:08:83:f3:58:5e,139.222.49.78,RO53ZDUJ5898642146501349,2025-04-08 17:27:35,31791,455,768,946547,0e572a9e-2c67-4581-a92a-2ff694f0b53c
Lia Nistor,lianistor,lianistor@acasa.ro,4270516034146,1933-05-05,"Intrarea Nemeș, Gherla, 785829",0762 937 587,36:43:0c:03:47:14,58.189.159.14,RO24ELKP2338096235418780,2025-04-08 17:27:35,970,755,612,850030,6eec6146-2426-401f-9e28-42b1d66730ae
Viorela Mocanu,viorelamocanu,viorelamocanu@zzup.ro,2830619133505,1979-11-29,"Drumul Felicia Mazilescu Nr. 34, Urziceni, 708021",0749 698 034,4a:2c:2c:30:20:94,219.163.0.123,RO51SDJY0254790680976789,2025-04-08 17:27:35,25092,140,688,790431,d713f959-1a9e-4c3c-affc-18e42bc5303b
Ramona Popescu,ramonapopescu,ramonapopescu@post.ro,5440421053181,1941-08-11,"Intrarea Preda Nr. 52 Bl. 45  Sc. 17 Ap. 559, Rasnov, 899695",0744 515 220,38:99:7d:df:52:93,132.200.19.112,RO74NSTO8262397834501780,2025-04-08 17:27:35,8490,441,434,1042061,29c5e510-06a6-4731-9790-c9514d3ca5c5
Paul Diaconu,pauldiaconu,pauldiaconu@post.ro,8720519013189,1975-10-29,"Drumul Eftimie Nr. 70, Deva, 818379",0266 642 640,12:a9:2e:54:b3:88,179.87.122.221,RO72YUYE2802356746125239,2025-04-08 17:27:35,27454,829,168,1443485,9ac827d2-6336-486c-a934-43e4ce0b7a56
Stela Albu,stelaalbu,stelaalbu@email.ro,4650428168680,1974-10-04,"Drumul Robertina Suciu, Rasnov Romacril, 952918",0764 952 598,64:28:28:58:e6:57,86.130.87.15,RO44RIHR2962218300141376,2025-04-08 17:27:35,15879,327,651,1148825,d560d77d-96a9-447c-b9d0-93a187881c42
Floarea Tomescu,floareatomescu,floareatomescu@email.ro,4580115116182,1935-04-11,"Soseaua Răducu Georgescu Nr. 64 Bl. 22  Sc. 19 Ap. 755, Horodnic de Sus, 700639",0248 049 682,10:46:85:a8:1c:73,164.191.102.117,RO87HHKL6019580178561845,2025-04-08 17:27:35,34024,381,489,559908,24e9550c-eb3f-4aa6-9482-655cd517b040
Florian Diaconescu,floriandiaconescu,floriandiaconescu@141.ro,4030609019483,1935-09-30,"Aleea Ene, Lupeni, 344061",0751 161 903,dc:a7:5f:aa:22:7a,58.52.96.83,RO45NQQQ3954253108683319,2025-04-08 17:27:35,6362,363,672,943428,b6f5e9ac-4e10-414c-ab05-e5e7c3b6987a
Dorian Toma,doriantoma,doriantoma@acasa.ro,7530631283943,1985-07-21,"Drumul Ardelean, Modelu, 147613",0268 103 643,92:b2:a3:22:80:42,131.132.29.28,RO81AWAT6837510889402442,2025-04-08 17:27:35,2071,370,575,1735861,1dc998dd-613b-4046-b3ae-284eea59ac3e
Daniela Ardelean,danielaardelean,danielaardelean@gmail.com,2091113062214,2011-12-01,"Bulevardul Toma, Mihail Kogalniceanu, 596616",0754 359 466,f2:b7:c5:57:6b:cb,131.113.225.253,RO58MRCZ4227230958994197,2025-04-08 17:27:35,23823,751,468,654266,3721eff5-fdda-4142-b846-712989560d64
Eugen Stan,eugenstan,eugenstan@zzup.ro,4610818429237,1941-07-12,"Soseaua Albu Nr. 639, Copsa Mica, 908544",0263 826 825,3e:73:9c:86:34:54,43.122.204.41,RO21NNVT7577871718778696,2025-04-08 17:27:35,30654,327,187,1725306,85cd2c9d-6217-4dca-bf6e-81b98a0c5bdf
Vlădelina Diaconu,vlădelinadiaconu,vlădelinadiaconu@email.ro,4980610289407,1920-05-27,"Intrarea Alex Ene Nr. 336 Bl. 94  Sc. 87 Ap. 844, Peris, 854505",0742 205 005,52:f0:72:05:b3:bc,51.64.178.120,RO80GOSQ3878079791870338,2025-04-08 17:27:35,32068,150,368,541065,cab9ef24-de2e-4a70-ac37-6e4742c6d382
Jasmina Ionescu,jasminaionescu,jasminaionescu@acasa.ro,7850526286641,1994-10-30,"Intrarea Diaconu Nr. 761, Rovinari, 406742",0722 885 955,98:8d:8f:74:1f:e5,58.76.186.232,RO47KMLV2763433528790186,2025-04-08 17:27:35,9958,174,91,338780,3830c068-ad32-4e05-b63e-b07b0645daa0
Ivan Gheorghiu,ivangheorghiu,ivangheorghiu@acasa.ro,2420318445545,2020-04-22,"Strada Dinu, Dragasani, 126448",0760 734 640,22:39:a1:00:ef:2b,165.196.5.209,RO74RNUS2135960257646094,2025-04-08 17:27:35,32945,668,406,1643507,ecb3592f-81c6-4fec-a200-8cc27b12b746
Dan Aanei,danaanei,danaanei@acasa.ro,7390714125946,1957-01-09,"Bulevardul Paraschiva Preda Nr. 54, Remetea, 184036",0242 533 865,88:1d:3a:c6:22:5f,93.128.5.143,RO73VUJU1136578873940594,2025-04-08 17:27:35,9399,638,503,1808363,1de1c99e-d2a7-4747-9019-fdf5e0ad5c1c
Stanca Stănescu,stancastănescu,stancastănescu@141.ro,6690104093500,2001-06-12,"Drumul Pompilia Dochioiu Nr. 50, Curcani, 477465",0785 065 186,20:ea:58:8f:65:ee,25.247.31.120,RO92YAVH8770617281354919,2025-04-08 17:27:35,4403,249,361,1145423,65cdda35-addf-4c45-b0a6-e34c3f8a80b6
Jenel Ioniță,jenelioniță,jenelioniță@email.ro,4670301292451,1953-07-29,"Intrarea Xenia Dumitrescu, Rovinari, 341803",0742 272 549,be:85:b8:4f:02:71,21.62.249.1,RO82NEUU0712281014381399,2025-04-08 17:27:35,27659,780,538,1639210,547b05c1-a4fe-45e7-9b3b-3308814862ab
Cantemir Voinea,cantemirvoinea,cantemirvoinea@kappa.ro,2030602333891,1996-10-01,"Aleea Nemeș, Mogosoaia, 225891",0253 245 775,28:ec:ab:06:f8:c9,124.0.205.223,RO20MLFG4500346893759425,2025-04-08 17:27:35,29690,960,248,97757,213ed13c-2137-4d68-a545-00974e826f50
Cătălin Tudor,cătălintudor,cătălintudor@email.ro,1510203126198,1958-05-05,"Soseaua Tudor Nr. 653 Bl. 65  Sc. 25 Ap. 685, Campulung Moldovenesc, 279077",0758 436 627,8e:3b:e7:64:25:55,129.64.83.86,RO64JZTW3035901971987851,2025-04-08 17:27:35,20414,247,560,1681012,735f9584-91ff-4ba0-a796-d0baf3ac1973
Adrian Gheorghiu,adriangheorghiu,adriangheorghiu@gmail.com,8590209192639,2001-09-28,"Intrarea Toma, Seini, 841175",0255 667 269,7e:f9:d5:32:a5:e1,116.163.29.237,RO02RMKF6639258624840274,2025-04-08 17:27:35,12462,732,784,1068576,a516e39c-a290-4482-a1cb-3179859ad5f0
Adelaida Tudor,adelaidatudor,adelaidatudor@kappa.ro,8580810109534,1927-10-18,"Soseaua Erica Ababei, Satu Mare, 472226",0232 070 814,b8:fd:2d:5b:87:ae,175.159.25.213,RO91ULHG5886362224848966,2025-04-08 17:27:35,11358,157,280,1226255,66f40abe-8425-48ff-8945-cf84536f1a12
Haralambie Ene,haralambieene,haralambieene@gmail.com,1660117350331,1988-05-22,"Aleea Mihail Tomescu Nr. 928 Bl. 38  Sc. 37 Ap. 636, Fagaras, 255012",0720 546 819,c6:4e:46:a4:e4:e1,137.77.242.15,RO79UXVP9416727498901424,2025-04-08 17:27:35,12741,591,265,191987,9e0c4abc-fa5a-477b-9f33-4894f2ef4329
Carla Marin,carlamarin,carlamarin@post.ro,1920419273284,1995-04-22,"Soseaua Dinu, Corund, 493542",0780 495 673,9e:fb:1d:3c:0b:4a,81.222.236.57,RO81QGFY1855990796625427,2025-04-08 17:27:35,17192,228,446,1647920,f6760a06-73c2-4fb0-8614-6c2150b08a17
Renata Voinea,renatavoinea,renatavoinea@email.ro,8191122403077,2012-07-22,"Strada Jana Mocanu Nr. 279 Bl. 97  Sc. 29 Ap. 895, Filiasi, 194383",0760 941 129,2a:37:1d:56:3f:9f,157.145.47.105,RO55YENZ8491004311068480,2025-04-08 17:27:35,18369,615,552,1519916,4bdd82eb-c4e4-4833-a843-01aa466d8816
Augustina Dochioiu,augustinadochioiu,augustinadochioiu@zzup.ro,3430925108862,2021-02-01,"Soseaua Patricia Gheorghiu, Bumbesti-Jiu, 695345",0766 370 143,86:ee:79:7d:86:2e,116.221.15.23,RO50MNWM8359905595312578,2025-04-08 17:27:35,18774,893,283,1859433,6116687c-0407-44d0-9513-89df0e22529f
Alexandra Dumitrescu,alexandradumitrescu,alexandradumitrescu@141.ro,3450113183462,1948-05-29,"Aleea Marin, Baile Borsa, 908485",021 082 1791,10:bf:6a:68:99:d5,176.248.40.81,RO15XZGT5639704565990288,2025-04-08 17:27:35,33606,647,350,827954,7f5105fb-58a0-40a8-80a7-4078feb92a6f
Emilian Popescu,emilianpopescu,emilianpopescu@post.ro,5510916263432,1919-05-25,"Intrarea Oprea Nr. 348 Bl. 53  Sc. 21 Ap. 397, Mihail Kogalniceanu, 396319",0731 230 161,58:19:0a:ac:70:7d,88.57.148.129,RO54GZHN5710690066100339,2025-04-08 17:27:35,332,987,399,258199,4274ad0a-1936-4545-9fc5-798bcf3a893a
Luciana Eftimie,lucianaeftimie,lucianaeftimie@post.ro,8160603350027,2005-03-10,"Aleea Albertina Popa, Lipova, 662291",0772 196 350,08:43:c3:b3:b0:28,207.88.73.1,RO80ZWMD8151555401436169,2025-04-08 17:27:35,29243,66,33,1088182,2eab7131-60fb-4a96-b286-9e76de73b2e8
Safta Ene,saftaene,saftaene@email.ro,5410606324058,2024-12-26,"Aleea Mazilescu Nr. 87, Vicovu de Sus, 491484",0241 440 231,34:fd:80:67:39:06,116.242.4.213,RO09MBKH0474891081377011,2025-04-08 17:27:35,6306,503,410,568008,2708a391-a4dd-4fa1-adfb-60f0e35a43f9
Carolina Manole,carolinamanole,carolinamanole@acasa.ro,8130526406457,1972-06-28,"Bulevardul Iulian Voinea, Strehaia, 255216",0241 045 157,78:ee:77:48:d0:91,116.95.40.6,RO09RFHD3131587463641011,2025-04-08 17:27:35,16949,481,780,1463814,cd0eed27-a430-436a-b95f-ceda640c0113
Casandra Gheorghiu,casandragheorghiu,casandragheorghiu@zzup.ro,8701014385737,1947-02-20,"Strada Vicențiu Pop Nr. 49, Baia Sprie, 245040",0752 493 231,44:65:cf:f3:b3:f8,172.253.77.206,RO89ZQJR8926542780031604,2025-04-08 17:27:35,25766,325,197,711563,017e65da-4b2f-43b9-9d81-bf78f5f83bf8
Janeta Ababei,janetaababei,janetaababei@email.ro,3020802510453,1979-08-09,"Strada Georgescu, Sibiu, 979236",0721 581 003,94:59:1b:ae:e8:28,8.9.83.54,RO93LAYV2203066443456241,2025-04-08 17:27:35,10407,612,530,944482,a574f394-b88e-459c-90c3-bc6ec0da0963
Bartolomeu Pop,bartolomeupop,bartolomeupop@141.ro,1810614251891,1971-01-28,"Bulevardul Svetlana Popescu Nr. 17, Vicovu de Jos, 693932",0758 829 116,08:ea:1a:b6:50:fd,138.201.149.251,RO66KAGI9765908232284818,2025-04-08 17:27:35,28533,331,714,287201,93929f60-1192-4510-9f03-f2e521820b0c
Alida Stan,alidastan,alidastan@email.ro,7380919090321,2015-05-24,"Intrarea Toma Nr. 720 Bl. 62  Sc. 87 Ap. 247, Paunesti, 389783",0784 732 645,26:32:d7:3e:43:a9,26.195.141.162,RO42COGE7306478031559205,2025-04-08 17:27:35,32076,167,114,1309736,a436c0b8-2113-4a87-be94-2abda69a589c
Alin Voinea,alinvoinea,alinvoinea@post.ro,8141002437847,1916-02-21,"Strada Tomescu Nr. 418, Caracal, 194254",0736 979 141,94:ff:ed:de:22:26,179.74.161.224,RO56BWAX0841534054937936,2025-04-08 17:27:35,28848,97,704,521879,b463cc42-544b-4f04-8999-73f664bd0804
Geanina Tudor,geaninatudor,geaninatudor@email.ro,7700316170102,2018-11-11,"Drumul Dinu Nr. 26 Bl. 35  Sc. 94 Ap. 934, Caracal, 561942",0263 656 734,ba:dd:cb:19:46:7d,201.32.127.134,RO22JYZR9549097047141770,2025-04-08 17:27:35,23178,422,758,102089,3322ebc1-12ed-4e6b-af73-26bd960b9217
Floarea Eftimie,floareaeftimie,floareaeftimie@acasa.ro,2290728123687,1979-01-30,"Intrarea Nistor, Carei, 126222",0240 792 370,a0:4a:63:2a:17:41,108.206.129.145,RO29ITSC8856899396375219,2025-04-08 17:27:35,27661,850,436,1351913,bf3c22f0-b165-4bf7-a16d-8ec857aafe0a
Atena Voinea,atenavoinea,atenavoinea@post.ro,1920522011181,1960-09-06,"Drumul Oprea, Falticeni, 970921",0258 517 200,98:4b:02:89:17:12,185.75.180.33,RO94IKLR5748439760431142,2025-04-08 17:27:35,4099,931,361,472423,f5d8ebe9-885f-4613-b6eb-c5daa8f0f61b
Cornel Marin,cornelmarin,cornelmarin@gmail.com,5690811511457,2021-03-12,"Intrarea Adi Georgescu Nr. 20 Bl. 96  Sc. 75 Ap. 232, Barbulesti, 152749",0236 877 001,c0:29:6b:f9:ba:db,50.238.59.85,RO07PDOG5089518799373915,2025-04-08 17:27:35,8061,808,160,1353908,5e7f5ed6-bf20-492f-a50c-8e710f0fff2f
Francesca Mazilescu,francescamazilescu,francescamazilescu@kappa.ro,3420126459253,1966-01-07,"Drumul Teohari Stănescu Nr. 11, Dumbravita, 311956",0244 109 080,78:61:03:4c:1d:eb,112.101.201.36,RO96EDUI6975772529488908,2025-04-08 17:27:35,32818,892,173,1691255,d65d069f-3e10-481e-b012-72018c035e55
Daciana Stancu,dacianastancu,dacianastancu@gmail.com,1900426160851,1987-01-27,"Soseaua Georgescu Nr. 435, Tunari, 294112",0755 981 248,1a:05:f4:96:88:9c,115.254.237.130,RO23ATSG9382331868189968,2025-04-08 17:27:35,21204,161,787,519968,1db9680f-747f-45fc-8a1c-313c2cab052c
Romina Gheorghiu,rominagheorghiu,rominagheorghiu@gmail.com,4671121074907,2012-06-07,"Aleea Toma Nr. 90, Sandominic, 913318",0743 665 921,88:a6:5c:38:1a:19,76.100.143.43,RO03WIOC9370702303672248,2025-04-08 17:27:35,1142,782,217,664675,fcefa696-f3e8-4375-a16e-4f976e043dd9
Carol Suciu,carolsuciu,carolsuciu@141.ro,4171126055690,1961-04-20,"Bulevardul Cristea Nr. 269, Popesti-Leordeni, 418190",0259 859 408,b2:73:eb:58:74:46,159.7.30.4,RO05PUWA3427473766406675,2025-04-08 17:27:35,22034,427,340,258093,49554d78-43cf-400a-9d5e-105de37f069c
Petrișor Stancu,petrișorstancu,petrișorstancu@gmail.com,7200213140094,2014-11-17,"Soseaua Pamela Dinu Nr. 858 Bl. 40  Sc. 32 Ap. 878, Satu Mare, 228477",0251 506 409,bc:01:23:0f:99:72,168.106.32.204,RO70MZFP6403121826924230,2025-04-08 17:27:35,1857,141,288,1666888,4a1b09b8-4257-473c-a18a-e8a653e50357
Nora Dobre,noradobre,noradobre@email.ro,4900301268196,1999-09-06,"Bulevardul Stănescu, Glina, 921289",0722 984 123,8c:eb:4a:55:f4:a4,156.105.162.135,RO73TIOE4843769546141647,2025-04-08 17:27:35,10267,382,510,1936878,37b1e9a5-25bf-4e35-9569-51ad4484f971
Gabi Dochioiu,gabidochioiu,gabidochioiu@gmail.com,3440304309188,1937-01-05,"Drumul Stancu Nr. 22, Giroc, 411601",0241 113 281,76:ec:66:05:c0:bf,100.26.15.232,RO31PMNB6992894712088287,2025-04-08 17:27:35,35774,328,355,1271609,8da9c437-3993-46b1-90bb-1ad15544d798
Stelian Mazilescu,stelianmazilescu,stelianmazilescu@email.ro,4650807375244,1915-12-25,"Strada Stănescu Nr. 872, Maieru, 238045",0758 309 593,08:50:ea:dc:48:bf,86.245.45.28,RO24HVYZ0120150001736840,2025-04-08 17:27:35,19984,433,264,444328,e9b944af-3a56-4a00-8270-c96a3da9ebe5
Vanesa Voinea,vanesavoinea,vanesavoinea@141.ro,4210220405831,1995-05-31,"Strada Tomescu Nr. 310, Vladimirescu, 440679",0246 522 281,f0:c0:8d:7a:6a:a7,57.38.236.79,RO10LWQR3379463528786307,2025-04-08 17:27:35,6566,24,76,891581,c02a7b4c-c11c-4f82-a11d-b6415473fe74
Astrid Ardelean,astridardelean,astridardelean@acasa.ro,7890419268050,2008-02-05,"Intrarea Georgescu Nr. 114, Peris, 688712",0242 531 724,36:89:b7:a8:d9:79,72.91.102.121,RO79YZFK6599966649702341,2025-04-08 17:27:35,15223,518,712,1547107,39f6e8d9-3e1a-40cd-aa72-a3c2b2f56d47
